MCEN 5010,Microsystems Integration,"A microsystem consists of microelectronic, optoelectronic, microwave, microelectromechanical and energy components interconnected. Thermal, electrical, fabrication and assembly issues for microsystems represented by iPhone series will be studied. The packaging and interconnection technologies used to establish the design and manufacturing infrastructure of microsystems will be reviewed. Other optoelectronic, MEMS and batter components for microsystems will also be studied. "
MCEN 5020,Methods of Engineering Analysis 1,"Studies selected topics from linear algebra, ordinary differential equations, and Fourier series. Assigns computer exercises. Correlates with analysis topics in other mechanical engineering graduate courses, and emphasizes applications."
MCEN 5021,Introduction to Fluid Dynamics,"Focuses on physical properties of gases and liquids, and kinematics of flow fields. Analyzes stress; viscous, heat-conducting Newtonian fluids; and capillary effects and surface-tension-driven flow. Other topics include vorticity and circulation, ideal fluid flow theory in two and three dimensions, Schwartz-Christoffel transformations, free streamline theory, and internal and free-surface waves."
MCEN 5022,Classical Thermodynamics,First and second laws of thermodynamics. Entropy and availability. Cycle analysis. Thermodynamic properties of pure substances and mixtures. Property relations. Chemical reactions and chemical availability. Energy systems analysis.
MCEN 5023,Solid Mechanics 1,"Introduces stress, strain and motion of a continuous system. Discusses material derivative; fundamental laws of mass, momentum, energy and entropy; constitutive equations and applications to elasticand plastic materials. "
MCEN 5024,Materials Chemistry and Structures,"Provides graduate level students with a comprehensive overview of the chemistry and structure of material systems, with a focus on chemical bonding., the resulting material structures and their properties. This course is intended to become one of the four core courses offered in the new Materials Science curriculum. Course topics include: bonding in solids, crystalline and amorphous states, basic group theory, diffraction, metals and alloys, ceramics, and an intro to mat. characterization."
MCEN 5027,Graduate Seminar,"Offers weekly presentations by visiting speakers, faculty, and students. "
MCEN 5032,Sustainable Energy,"Examines sustainability of our current energy systems, including transportation, using environmental and economic indicators. Uses systems analysis that addresses energy supply and demand. Explores the science and technology as well as environmental and economic feasibility of efficiency measures and renewable energy technologies. Additional emphasis is given to the global nature of the challenges and the potential for locally optimal solutions. "
MCEN 5034,Thermodynamics of Materials,Provides a unified presentation of fundamental concepts applicable to the thermodynamics of engineering materials. Develops quantitative tools for understanding the physical principles that govern phase equilibrium and transformation. Generates binary and ternary phase diagrams and determine the resulting materials structures and corresponding physical and mechanical properties. 
MCEN 5040,Methods of Engineering Analysis 2,"Studies selected topics from the theory of complex variables, integral transform methods, partial differential equations, and variational methods. Assigns computer exercises. Correlates with analysis topics in other mechanical engineering graduate courses, and emphasizes applications."
MCEN 5041,Advanced Fluid Mechanics 1,"Highlights exact solution of Navier-Stokes equations and fundamentals of rotating fluids. Considers Low Reynolds number flow; similarity solutions; viscous boundary layers, jets, and wakes; and unsteady viscous flow."
MCEN 5042,Heat Transfer,"Studies development of equations governing transport of heat by conduction, convection, and radiation, and their solution. Includes analytical and numerical solution of initial and boundary value problems representative of heat conduction in solids. Describes heat transfer in free and forced convection, including laminar and turbulent flow. Also involves radiation properties of solids, liquids, and gases and transport of heat by radiation."
MCEN 5044,Mechanical Behavior of Materials,"This introductory-level graduate course incorporates relevant aspects of materials science, solid mechanics, thermodynamics and mathematics, and applies them to achieve a fundamental understanding of the mechanical behavior of crystalline and non-crystalline engineering materials."
MCEN 5045,Design for Manufacturability,Topics include general design guidelines for manufacturability; aspects of manufacturing processes that affect design decisions; design rules to maximize manufacturability; economic considerations; value engineering and design for assembly. Presents case studies of successful products exhibiting DFMA principles. Priority enrollment for students admitted to the MS or BS/MS design track. Prerequisite of MCEN 4026 required for undergraduate students.
MCEN 5055,Advanced Product Design,"Introduces engineering design and development of consumer products. Includes learning sketching, brainstorming, idea generation, design thinking, user-centered design, product requirements and specifications, product constraints, human factors, aesthetics, industrial design, intellectual property, concept prototyping, idea selection, tolerancing, cost estimating, design for assembly, and materials selection. Entails a semester-long team re-design of a consumer product."
MCEN 5057,Environmental Modeling,"Enables students to develop and evaluate pollutant transport, fate, exposure, and risk models for air, water, and multi-media systems, with a special emphasis on air. Emphasizes the fundamental physics and chemistry that govern contaminant fate and transport and the basic mathematical equations and numerical approaches for describing these processes. "
MCEN 5064,Soft Machines,"Introduces soft machines as a new paradigm of engineering that starts to impact healthcare, consumer electronics, renewable energy and collaborative robotics. Prepares students to participate in research on soft machines by starting with fundamentals of soft materials and by covering soft robotics, stretchable electronics, energy harvesting and functional polymers. Includes guest lectures, a literature review and a hands-on lab project. "
MCEN 5065,Graduate Design I,"First part of a two-course graduate product design experience in mechanical engineering. Covers problem definition and specifications, determining design requirements, user feedback, alternative design concepts, engineering analysis, concept prototypes and CAD drawings. Students make several oral design reviews, a final design presentation and prepare a written report. Entails a team product design, fabrication and testing cycle of sponsored project."
MCEN 5075,Graduate Design II,"Second part of two-course graduate product design experience in mechanical engineering. Includes refinement of prototype, design optimization, fabrication, testing, and evaluation. Students orally present the final design and prepare a written report and operation manual for the product. Entails a team product design, fabrication, and testing cycle of a sponsored project, leading to a fully-functional product."
MCEN 5115,Mechatronics and Robotics I,"Focuses on design and construction of microprocessor-controlled electro-mechanical systems. Lectures review critical circuit topics, introduce microprocessor architecture and programming, discuss sensor and actuator component selection, robotic systems and design strategies for complex, multi-system devices. Lab work reinforces lectures and allows hands-on experience with robotic design. Students must design and build an autonomous robotic device. Project expenses may be incurred ($50 maximum). "
MCEN 5117,Anatomy and Physiology for Engineers,"Explores human physiological function from an engineering, specifically mechanical engineering, viewpoint. Provides an introduction to human anatomy and physiology with a focus on learning fundamental concepts and applying engineering (mass transfer, fluid dynamics, mechanics, modeling) analysis. "
MCEN 5121,Compressible Flow,"Applies energy, continuity, and momentum principles to compressible flow. Topics include normal and oblique shocks; Prandtl-Meyer expansion; methods of characteristics; and one-, two-, and three-dimensional subsonic, supersonic, and hypersonic flows."
MCEN 5122,Statistical Thermodynamics,"Axiomatic formulation of macroscopic thermodynamics. Quantum mechanical description of atomic and molecular structure. Statistical mechanics description of thermodynamic properties of gases, liquids and solids. Elementary kinetic theory of gases and evaluation of transport properties. Department enforced requisite: undergraduate thermodynamics."
MCEN 5125,Optimal Design,"This course focuses on linear optimization and will introduce non-linear optimization. Formulating engineering applications as optimization problems that can be solved using industry known solvers will be learned. Some of these applications will include minimum cost mechanical design, wind farm power maximization, minimum energy control, production control, and more. Previous programming experience required. "
MCEN 5127,Biomedical Ultrasound,"Covers the design of ultrasound systems for medical imaging and therapy, including the physics of wave propagation, transducers, acoustic lenses, pulse-echo imaging and cavitation dynamics, with an emphasis on current topics in biomedical ultrasound. Includes lectures on theory, practice and special topics; a laboratory on wave propagation; oral presentations on current literature; and a design project. "
MCEN 5131,Air Pollution Control Engineering,"Introduces air quality regulations, meteorology and modeling. Examines methods for controlling major classes of air pollutants, including particulate matter and oxides of sulfur and nitrogen, as well as control technology for industrial sources and motor vehicles. Requires interdisciplinary design projects. "
MCEN 5133,Intro to Tissue Biomechanics,"Focuses on developing an understanding of the fundamental mechanical principles that govern the response of hard and soft biological tissue to mechanical loading. Specifically, covers mechanical behavior of biological materials/tissues, classical biomechanics problems in various tissues, the relationship between molecular, cellular and physiological processes and tissue biomechanics and critical analysis of related journal articles. "
MCEN 5135,Wind Energy and Wind Turbine Design,"Focuses on understanding and applying principles related to current wind energy technology. Students will apply technical coursework from throughout the ME curriculum (fluids, dynamics, circuits, economics) to the process of designing a wind turning and determining whether their proposal is feasible from an economic standpoint. "
MCEN 5137,Anatomy and Physiology 2,"Provides in-depth understandings of anatomy and physiology as well as introductions to transport phenomena, flow mechanics and solid mechanics in several organ systems: the cardiovascular, pulmonary, kidney, endocrine and digestive systems. Introduces artificial physiological systems to replace or assist physiological functions and introduce the concepts of physiological barriers that prevent diagnosis or effective therapeutics. "
MCEN 5141,Indoor Air Pollution,"Describes the impact of indoor air pollutants on human health, including an introduction to key pollutants and their sources. Students will estimate emission factors, calculate generation/ventilation rates, quantify the impact of deposition and chemical reactions and explore relevant control technology. Current issues will also be addressed, including climate change, green building design, economic concerns and relevance to the developing world. "
MCEN 5147,Mechanobiology,Studies how mechanical forces modulate the morphological and structural fitness of biological tissues. Current molecular mechanisms by which cells convert mechanical stimulus into chemical activity and the literature supporting them will be discussed. Students will acquire an understanding and expertise from the analysis of primary literature and completion of a synthesis project.
MCEN 5151,Flow Visualization,"Explores techniques for the visualization of the physics of fluid flows including seeding with dyes, particles and bubbles, and shadowgraphy and schlieren. Reviews optics and fluid physics, especially atmospheric clouds. Assignments are student-driven, to individuals and mixed teams of graduates, undergraduates, engineering majors and photography/video majors. "
MCEN 5152,Introduction to Combustion,"Focuses on the mechanisms by which fuel and oxidizers are converted into combustion products. Application to practical combustion devices such as Otto, Diesel, gas turbine and power plant combustion systems. Consideration of combustion-generated air pollution, fire safety and combustion efficiency. "
MCEN 5154,Biocolloids and Biomembranes,"Covers the thermodynamics and mechanics of biological membranes and biomedical colloids. Considers intermolecular and surface forces, self-assembly and colloidal stability. Addresses structure-property relationships and design principles for biomedical applications. Focuses on monolayers, bilayers, micelles, filomicelles, liposomes, polymersomes, emulsions, microbubbles, polyplexes and polyelectrolyte multilayer capsules. "
MCEN 5161,Aerosols,"Introduces atmospheric aerosols and properties of their distributions, followed by fundamental descriptions of single particle dynamics, thermodynamics, nucleation, coagulation, mass transfer and populations dynamics. During the second half of the course, the focus will shift to sources and sinks of atmospheric aerosols, their impacts on atmospheric chemistry and radiation, and the impacts of these processes on air quality and climate."
MCEN 5173,Finite Element Analysis,"Introduces the theory behind and applications of the finite element method as a general and powerful tool to model a variety of phenomena in mechanical engineering. Applications include structural mechanics, mechanics of elastic continua and heat conduction. "
MCEN 5174,Failure of Engineering Materials,"Examines the fundamental concepts regarding the failure of engineering materials. Case studies are used to integrate a basic understanding of material failure mechanisms with analysis techniques and tools. Topics include the elastic properties (isotropic and anisotropic materials) and the origin of elastic behavior, viscoelasticity, plasticity (dislocation mechanisms, yielding criteria, strengthening mechanisms), creep, fracture and fatigue. "
MCEN 5183,Mechanics of Composite Materials,"Introduces various kinds of composite materials, composite fabrication techniques, the physical and mechanical behavior of composites, and analytical and experimental methodologies. "
MCEN 5194,Electrochemical Energy Conversion and Storage,"Presents the fundamentals, principles and experimental techniques of electrochemistry, the background of ionic or electronic conduction of metal, semiconductor, inorganic and polymer materials and applications in the areas of batteries, fuel cells, electrochemical double layer capacitors, electrochemical photonics, sensors and semiconductor electrochemistry. "
MCEN 5208,Special Topics,Credit hours and subject matter to be arranged.
MCEN 5228,Special Topics in Mechanical Engineering,Subject matter to be selected from topics of current interest. 
MCEN 5255,Design for Mfg,
MCEN 5258,Sp Tpcs-Combustion Seminar,
MCEN 5636,Micro-Electro-Mechanical Systems 1,"Addresses issues of micro-electro-mechanical systems (MEMS) modeling, design, and fabrication. Emphasizes the design and fabrication of sensors and actuators due to significance of these devices in optics, medical instruments, navigation components, communications, and robotics. Department consent required."
MCEN 5832,Special Topics,
MCEN 5848,Independent Study,Available only through approval of graduate advisor. Subjects arranged to fit the needs of the particular student. May be repeated for up to 6 total credits.
MCEN 5858,Independent Study,
MCEN 5868,Independent Study,
MCEN 5878,Independent Study,
MCEN 5888,Independent Study,
MCEN 6001,Reacting Flows,"Provides an introduction to reacting flows and combustion. Covers chemical kinetics, including global and detailed mechanisms and the variable density flow equations are derived. Relevant non-dimensional parameters and limiting behaviors are discussed. The Rankine-Hugoniot relations are presented and various aspects of diffusion, kinetically dominated and balanced combustion are outlined. Flame structures are discussed, including laminar and turbulent flames, and the Burke-Schumann solution is outlined. The turbulent forms of the motion equations are derived, and the reactive scalar transport equation and mixture fraction variable are presented. The flamelet progress variable approach is outlined, including a comparison of steady and unsteady flamelet models. Specific topics in spray combustion, triple flames, solid-gas reactors and detonations are discussed. "
MCEN 6184,Structure and Properties of Polymers,"Emphasizes the relationship between molecular structure and macroscopic properties. Structural aspects include chain conformation, configuration, and the crystalline and amorphous states. Discusses physical and mechanical properties with a focus on solution and phase behavior, transitions of bulk polymers, and rubber and viscoelastic behavior. Requires background in basic material science and polymer related concepts."
MCEN 6228,Special Topics,Subject matter to be selected from topics of current interest. 
MCEN 6848,Independent Study,Available only through approval of graduate advisor. Subjects arranged to fit the needs of the particular student. 
MCEN 6858,Independent Study,
MCEN 6868,Independent Study,
MCEN 6878,Independent Study,
MCEN 6888,Independent Study,
MCEN 6949,Master's Candidate for Degree,
MCEN 6959,Master's Thesis,
MCEN 7221,Turbulence,"Hydrodynamic stability theory, equations for turbulent flows, free shear flows and boundary layers, homogeneous and isotropic turbulence, overview of turbulent combustion, reaction kinetics, energy equation, Favre averaging, Pdfs, premixed and nonpremixed flame modeling, and recent developments."
MCEN 7228,Special Topics,
MCEN 8999,Doctoral Dissertation,
